	sentiment	review
1774	2	The app does use third party services that may collect information used to identify you.
1775	5	We may send periodic promotional or informational emails to you. You may opt-out of such communications by following the opt-out instructions contained in the e-mail. Please note that it may take up some time for us to process opt-out requests. If you opt-out of receiving emails about recommendations or other information we think may interest you, we may still send you e-mails about your account or any Services you have requested or received from us. If you want to review, delete, or change the information we have about you, no longer want us to make active use of your information, or have additional questions, please send an email to us at the following address: privacy@bolegames.com with your request and identifying information in the body of the email, including your first name, last name, e-mail address or login name you use to access our Application and Services. We will respond to your email as soon as possible. Please note that certain records, for example those relating to payments or customer service matters, will be held for legal and accounting purposes. We may not be able to delete content posted on a public forum through the Services, if applicable. If you have previously allowed us to access your geolocation data or receive push notifications, you can stop making geolocation available to us or receiving push notifications by visiting your mobile device's settings for the relevant Application or in some cases, through the Application itself. In some instances you can also stop or limit the type of cookies you allow. Please note that you may lose some of the features and functionality of our Services and Applications because accepting cookies may be necessary to track and enhance your game play and other activities.
1776	1	"When you install any of the ""Mobirix"" games or applications, we may collect and record the information you provide us voluntarily through the social networking website you use to access the Service (""SN Website"") in accordance with the policies and terms of the SN Website."
1777	6	You can stop all collection of information by the Application easily by uninstalling the Application. You may use the standard uninstall processes as may be available as part of your mobile device or via the mobile application marketplace or network.
1778	1	Please note that certain features of the Services may be able to connect to your social networking sites to obtain additional information about you. In such cases, Trials of Heroes may be able to collect certain information from your social networking profile when your social networking site permits it, and when you consent to allow your social networking site to make that information available to Trials of Heroes. This information may include, but is not limited to, your name, profile picture, gender, user ID, email address, your country, your language, your time zone, the organizations and links on your profile page, the names and profile pictures of your social networking site “friends” and other information you have included in your social networking site profile. Trials of Heroes may associate and/or combine as well as use information collected by Trials of Heroes and/or obtained through such social networking sites in accordance with this Privacy Policy.
1779	2	We may also use the data anonymously for statistical purposes. For example, if we have access to the user's Facebook chronicle, message or likes, we can evaluate how often a post is shared or liked, to help improve our content, such as our services and quizzes and personality tests. These evaluations are for us only, without the need to transfer these data to third parties. 
1780	4	As a part of the service functionality mentioned under article 2 above, in addition to sharing the personal information and disclosure of the same FINDNOW shall: ; Adhere to the laws and the legal notifications which were served to us, ; Protect and defend our rights and execute our contracts, ; Provided that the disclosure conforms to the laws, in cases where it is mandatory to ensure the safety and security of the users or the public or the other items which have public significance, it may disclose the personal information.
1781	4	We do not include or offer third-party products or services on our website.
1782	6	If you are in the EEA, you have a right to (subject to a limited number of exceptions): (i) request access to and rectification or erasure of your personal information; (ii) obtain restriction of processing or to object to processing of your personal information; and (iii) ask for a copy of your personal information to be provided in a digital format. You also have the right to lodge a complaint about the processing of your personal information with your local data protection authority in the EEA.To exercise this right please contact our Data Protection Officer by email at: horoscopeplus2018@gmail.com.
1783	1	Where applicable, we indicate whether and why you must provide us with your Personal Information, as well as the consequences of failing to do so. If you do not provide Personal Information when requested, you may not be able to benefit from some features of our Services if that information is necessary to provide you with that feature of our Services.
1784	6	Where required by law, we obtain your consent for the processing of certain Personal Information collected by cookies or similar technologies, or used to send you direct marketing communications, or when we carry out other processing activities for which consent may be required. If we rely on consent for the processing of your Personal Information, you have the right to withdraw it at any time and free of charge. When you do so, this will not affect the lawfulness of the processing before your consent withdrawal.
1785	3	We use cookies to store visitors preferences, customize Web page content based on visitors browser type or other information that the visitor sends. Cookies are required to use Todoist.
1786	1	c. Information you provide. We may collect your information when you communicate with us or you give us.
1787	4	This includes sharing your information with: ; Other people at your request. For example, we may share your ETA and location with a friend at your request, or your trip information when you split a fare with a friend. ; Uber business partners. For example, if you requested a service through a partnership or promotional offering made by a third party, Uber may share your information with those third parties. This may include, for example, other apps or websites that integrate with our APIs, vehicle suppliers, or services, or those with an API or service with which we integrate, or business partners with whom Uber may partner with to deliver a promotion, a contest or a specialized service. ; With the general public when you submit content to a public forum ; We love hearing from our users -- including through public forums such as Uber blogs, social media, and certain features on our network. When you communicate with us through those channels, your communications may be viewable by the public.
1788	12	You may contact us at any time for details regarding this Privacy Policy and its previous versions. For any questions concerning your account or your personal data please contact us at support@betterme.tips.
1789	4	We use third party services to collect non-identifiable and anonymous information. Ferro Entertainment and third parties are not aware of our users’ identity as only the below stated non-personal information is collected: technical information, behavioral information, statistical information and aggregate data. Non-personal information is browser identifiers, language, device type, network provider, version and type of operation system, type of browser, session information, screen resolution, SDK version, browser cookies, API key, levels achieved, in-app purchases, application version, Android or iOS Vendor, network status, Flash version, clicks on advertisements, information about the advertisements reviewed by the user, the activities of the user in our apps, what tools in these apps the user uses, a user’s interaction with the service and user’s behavior on the service. Non-personal information is gathered by third party services while you access the service. Analytical third party services are aware of your usage of the service, and may collect the information relating to such usage. Purpose of collecting non-personal information is to use it for statistics, analyticity, research, development, improvement and customization of our applications, as well as for providing better and improved content, developing new offers, measuring traffic and usage on our apps, promoting our apps and improving the user experience.  
1790	4	We share information with third parties that help us operate, provide, improve, integrate, customize, support, and market our Service. We may share some sets of personal data, in particular, for purposes indicated in Section 2 of this Privacy Policy. The types of third parties we share information with include, in particular:
1791	4	Clicking on or Viewing Ads. When you click on or view an advertisement, the advertiser, advertising technology companies, and service providers that perform advertising-related services for us and our business partners may collect some information from or about you. The information practices of these advertisers, advertising technology companies, and service providers that perform advertising-related services are governed by their own privacy policies and are not covered by this Privacy Policy. Please be aware that Tubi does not warn you when you have chosen to click through to another website or property when using the Tubi Services. We recommend that you familiarize yourself with the privacy policies of such websites or properties to determine how they handle any information they separately collect from you.
1792	1	When you create an Account (including login with other third party accounts), provide feedback or contact us via e-mail, or participate in surveys, you may be required to provide information such as User Names, Password or Email Address.
1793	11	Adobe Privacy Center
1794	1	(3) Payment data. We may collect information about your subscription orders, such as purchase items, subscription time, order status, payment time. We do not collect and we are not responsible for the collection or security of payment details. Payment information is processed and stored by third-party companies (such as Google). These companies can be contacted through their websites: https://play.google.com. Before entering your personal payment details, we suggest that you read and become familiar with the privacy policy of these third-party companies.
1795	4	"We may share your information (including, but not limited to, information from cookies, log files, device identifiers, location data, and usage data) with businesses that are legally part of the same group of companies that the Company is part of, or that become part of that group (collectively ""Affiliates""). Affiliates may use this information to help provide, understand, and improve the Service (including by providing analytics) and Affiliates' own services (including by providing you with better and more relevant experiences). But these Affiliates will honor the choices you make about who can see your contents."
1796	7	We implement a variety of security measures when a user places an order to maintain the safety of your personal information.
1797	3	When you use the App, we or third parties operating the advertisement serving technology may use information logged from your device using SDKs, cookies, web beacons and other technologies to ensure that appropriate advertising is presented within the App and to calculate the number of unique and repeat views of advertising.
1798	9	We work in the international space and provide our App to our Users around the world.
1799	0	This privacy policy governs your use of the software application Nova Empire (“Application”) for mobile devices that was created by Game Bear Co., Limited. The Application is a massively multiplayer online game for mobile devices. 
1800	7	When the Wuma VPN is connected, we encrypt all of the traffic between your device and our servers, using TLS 1.2 with perfect forward secrecy (ECDHE), 128-bit/256-bit AES GCM data encryption technology. ChaCha20 Poly1305, among other currently secure algorithms, is also available and configurable for performance.
1801	12	We welcome feedback about this policy at legal@medium.com.
1802	0	Musixmatch is committed to protecting its users’ privacy.
1803	2	(2) Methods for destroying personal data ; ① If stored in the form of electronic files, the personal data will be destroyed by technical means so that the records cannot be reproduced. ; ② If printed on paper, the personal data will be destroyed by shredding or incinerating the paper documents.
1804	4	The Service includes features from our partners, such as social media interaction tools and in-game advertising. These partners may access your data and operate under their own privacy policies. We encourage you to check their privacy policies to learn more about their data processing practices.
1805	0	In order to fully protect your personal data, we have appointed the Data Protection Officer at BOOMHITS (hereinafter referred to as “DPO”), who is responsible for the supervision and implementation of personal data protection strategies and guarantees the compliance of our activities with the law. Below you will find his e-mail address if you would like to contact him: contact@boomhits.games.
1806	8	You may request deletion of your account at any time through the Privacy Settings in the Uber app, or via Uber's website (riders and delivery recipients here; drivers and delivery partners here).
1807	12	For any problem, please contact us at admin@egefeepoets.com.
1808	1	We collect and store information which our users voluntarily provide via forms or otherwise on our Clicktouch Products, and in electronic or other communications with us.
1809	2	When you register for, access, or use the Services, we process certain of your personal information (“Data” or “Information”).
1810	4	We share information with law enforcement or in response to legal requests in the circumstances outlined below.
1811	1	When you use any of the Candivore games or applications on a mobile platform, we may collect and record certain information such as your unique device ID (persistent / non-persistent), Advertiser ID or Identifier for Advertising (IDFA), hardware type, media access control (“MAC”) address, international mobile equipment identity (“IMEI”), the version of your operating system (“OS”), your device name, your email address (if you have connected to Facebook or Google+), and your location (based on your Internet Protocol (“IP”) address).
1812	6	Deleting your personal data. You can request erasure of your personal data by sending us an email at support@betterme.tips. If you have connected your Facebook account or used your email for registration in our App or entered your name in the App, section “Manage personal data” in the App's settings will be available to you. You may select “Remove data” there and we will delete the personal data collected from you.
1813	4	Where applicable certain third parties’ use of Personal Data will not be covered by this Privacy Policy. In such instances you must review such third parties’ privacy policies.
1814	0	Level Eight AB, a Swedish corporation, with registered and business offices at Östra Rådhusgatan 6, 903 26 Umeå, Sweden, (“Level Eight”) respects your privacy and provides you with this Privacy Policy (“Privacy Policy”) so that you may understand the ways in which we do and do not use the information you transmit when accessing and playing the Level Eight Game(s), accessing and using websites, platforms, software services and related services (hereinafter the “Game”). Please note that your access and/or playing of the Game constitutes your acceptance of this Privacy Policy as well as our Terms of Use.
1815	1	iOS and Android Platforms ; When you use any of the Crazy Maple Studio’ games or applications on a mobile platform, we may collect and record certain information such as your unique device ID (persistent / non-persistent), hardware type, media access control (“MAC”) address, international mobile equipment identity (“IMEI”), the version of your operating system (“OS”), your device name, your email address (if you have connected to Facebook or Google+), and your location (based on your Internet Protocol (“IP”) address). This information is useful to us for troubleshooting and helps us understand usage trends.
1816	7	When the Touch VPN is connected, we encrypt all of the traffic between your device and our servers, using TLS 1.2 with perfect forward secrecy (ECDHE), 128-bit/256-bit AES GCM data encryption technology. ChaCha20 Poly1305, among other currently secure algorithms, is also available and configurable for performance.
1817	0	Please read this policy carefully. You must accept this policy in full in order to use our website or any Clicktouch Product. If you do not agree with this policy, or any part, please do not use our websites or any Clicktouch Products. Your using any of our websites or Clicktouch Products is treated as an acceptance of any of the version of this policy in effect at the time of your use.
1818	10	This website is not intended for anyone under the age of 16 years old. If you are under 16, you may not register with, or use this website.
1819	4	Advertisers may use cookies and other web-tracking technologies to collect non-personal information and/or personally identifiable information, in case the user clicks on any of these advertisements. Furthermore, Ferro Entertainment may advertise other Ferro Entertainment apps within the other apps.
1820	5	Your choices and selections shall be considered when using desktop or mobile devices separately from platforms and devices. 
1821	4	We may use and disclose personal data to enforce our Terms and Conditions of Use, to protect our rights, privacy, safety, or property, and/or that of our affiliates, you or others, and to respond to requests from courts, law enforcement agencies, regulatory agencies, and other public and government authorities, or in other cases provided for by law.
1822	0	"Welcome to FancyClean, mobile application (""FancyClean”, ""we” or ""us”). FancyClean is committed to protecting the privacy of all users and others who access our application (""you,” or ""Users”). This Privacy Policy applies to the FancyClean mobile app for Android. This Privacy Policy applies only to the practices of companies we own, control, or are united with under common control. By accessing or using our Service, you signify that you have read, understood and agree to our collection, storage, use and disclosure of your personal information as described in this Privacy Policy."
1823	2	• to personalize our ads ; The legitimate interest we rely on for this processing is our interest to promote our Service in a reasonably targeted way.
1824	0	Provision of personal identifying information is necessary for the User in order to access to YUMOBI TEKHNOLODZHI, OOO services receipt. Non-provision of the respective personal data by the User shall result in inability for the YUMOBI TEKHNOLODZHI, OOO to provide services to the User.
1825	1	Personal Information that we automatically collect: ; When you use our services, we automatically collect information about the device you use to access our services and your usage of our services. The information we collect may include (where available) the type and model of the device you use, the device's unique device identifier, operating system, language options and mobile network information to allow you to use our services. We use this information to administer our services and for our internal operations including troubleshooting, data analysis, testing, research, statistical and survey purposes, to improve our services. ; Please note that our services requires access to your device’s storage application in order to store the completed videos, but we do not take any information, videos, photos or other content from your device’s video storage application. To fully experience our services, please also note that you should enable us to access to permissions in your phone such as record, camera, microphone, location and etc. You can also disable such access permission in settings of your phone if you do not think it’s necessary.
1826	1	When you access the Service by or through a mobile device, we may access, collect, monitor and/or remotely store ﾡﾰlocation data,ﾡﾱ which may include GPS coordinates (e.g. latitude and/or longitude) or similar information regarding the location of your mobile device. Location data may convey to us information about how you browse and use the Service. Some features of the Service, particularly location-based services, may not function properly if use or availability of location data is impaired or disabled.
1827	1	Push Notifications ; We may occasionally send you push notifications through our mobile applications to send you game updates, high scores and other service related notifications that may be of importance to you. You may at any time opt-out from receiving these types of communications by turning them off at the device level through your settings.
1828	3	We may feature advertisements served by third parties that deliver cookies to your computer/device so the content you access and advertisements you see can be tracked. Since the third party advertising companies associate your computer/device with a number, they will be able to recognize your computer/device each time they send you an advertisement. These advertisers may use information about your visits to our Service and third party sites and applications in order to measure advertisement performance and to provide advertisements about goods and services of interest to you. This Policy does not apply to, and we are not responsible for the data collection practices of these third party advertisers, and we encourage you to check their privacy policies to learn more about their use of cookies and other technology.
1829	11	If you use our Services via mobile devices, after obtaining your prior consent, we can send you push notifications or local notifications to inform you about updates.
1830	1	Mobirate may offer you the opportunity to invite your contacts from a Social Network Service (such as your Facebook friends) so that those contacts can be located in Mobirate games and/or you can invite them to join you in Mobirate games.  Such contact information will be used only for the purpose of sending communications to the addressee.  You or the third party may contact us to request the removal of this information from our database to the extent Mobirate stores any of this information.
1831	4	We will encourage our service partners to adopt and post privacy policies. However, the use of your personally identifiable information by our service partners is governed by the privacy policies of those service partners, and is not subject to our control.
1832	5	Business Partners. Except as otherwise described in this Privacy Policy, we will obtain your consent before we share your contact information with business partners, including advertisers and other companies not affiliated with Tubi, so that they may send you promotional information about their products and services directly. We also may offer co-branded promotions with these business partners. If you request information about or otherwise interact with one of these promotions (such as by entering a contest), we may share your contact information with the business partners identified in the promotion.
1833	1	It probably goes without saying, but we’ll say it anyway: If you contact us directly, we may receive additional Personal Information about you. For example, when you contact customer support, we receive the contents of messages or attachments that you send to us, and other information you choose to provide.
1834	6	  If you withdraw your consent or ask for the deletion of your information, we will not use or process your information anymore but we will store it to answer regulatory or police requests. We also reserve the right to retain an archive of such information for a commercially reasonable time to ensure that its deletion does not affect the integrity of our data; and we further reserve the right to retain an anonymous version of such information. 
1835	4	We employ and allow third parties to perform tasks on our behalf, such as payment processing, data management and analytics, marketing, advertising, communication and IT services, and we need to share your Information with them in order for them to provide such products and services. Unless we tell you differently or you consent otherwise, these third parties do not have any right to use your Information beyond what is necessary to assist us in providing such products and services. Any uses of your Information by these third parties will remain governed by security and confidentiality obligations consistent with this Policy and applicable law.
1836	4	We may share some or all of your Personal Data in connection with, or during negotiation of, any merger, financing, acquisition or dissolution, transaction or proceeding involving sale, transfer, divestiture, or disclosure of all or a portion of our business or assets. In the event of an insolvency, bankruptcy, or receivership, Personal Data may also be transferred as a business asset. If another company acquires our company, business or assets, that company will possess the Personal Data collected by us and will assume the rights and obligations regarding your Personal Data as described in this Privacy Policy.
1837	2	By registering or authenticating, Users allow this Application to identify them and give them access to dedicated services.
1838	1	In addition to other information described in this policy, we may collect and share precise location information, through methods such as mobile “SDKs”. This location information may be used by itself, aggregated, or combined with mobile identifiers (such as IDFAs and Android IDs), and shared with third parties, for purposes related to advertising, attribution (e.g., measuring ad performance) analytics and research. You can remove your consent to having your location data collected by changing the settings on your device.(Certain services may lose functionality as a result.)
1839	11	If our information practices change at some time in the future we will post the policy changes to our Web site to notify you of these changes and we will use for these new purposes only data collected from the time of the policy change forward. If you are concerned about how your information is used, you should check back at our Web site periodically.
1840	4	Your information may be accessed and used by our service providers who are working with us in connection with the operation of our services (these service providers may have access to your information but only to the extent necessary to perform services on our behalf and are obligated not to disclose that information or use it for any other purposes).
1841	3	Some of the advertisements and other services that appear on our web Service(s) are delivered to you by Internet advertising companies. These companies utilize certain technologies including cookies to deliver advertisements and marketing messages and to collect anonymous information about your visit to our sites and other web sites. If you would like more information about this practice or to opt out of having this information used by companies that are part of the Network Advertising Initiative to provide targeted ads, please visit http://www.networkadvertising.org
1842	10	You must be at least 16 years old to use the App. If you are accepting these Terms and using the App, you warrant that you state the correct age and you are 16 or more years old.
1843	6	Rights in relation to automated decision-making and profiling: You have the right to be free from decisions based solely on automated processing of your Personal Data, including profiling, unless this is necessary in relation to a contract between you and us or you provide your explicit consent to this use.
1844	4	We may also aggregate or otherwise strip data of all personally identifying characteristics and may share that aggregated, anonymized data with third parties.
1845	4	For more information on the privacy practices of Google, please visit the Google Privacy & Terms web page: https://policies.google.com/privacy?hl=en
1846	0	BY INSTALLING, USING, REGISTERING TO OR OTHERWISE ACCESSING THE SERVICES, YOU AGREE TO THIS PRIVACY POLICY AND GIVE AN EXPLICIT AND INFORMED CONSENT TO THE PROCESSING OF YOUR PERSONAL DATA IN ACCORDANCE WITH THIS PRIVACY POLICY. IF YOU DO NOT AGREE TO THIS PRIVACY POLICY, PLEASE DO NOT INSTALL, USE, REGISTER TO OR OTHERWISE ACCESS THE SERVICES. Trials of Heroes reserves the right to modify this Privacy Policy at reasonable times, so please review it frequently. If Trials of Heroes makes material or significant changes to this Privacy Policy, Trials of Heroes may post a notice on Trials of Heroes’s website along with the updated Privacy Policy. Your continued use of Services will signify your acceptance of the changes to this Privacy Policy.
1847	4	Our app can request additional data about the user (such as friends list) from Facebook SDK. Each time such request is made Facebook SDK requests user for consent before providing us with any information.
1848	4	We may share your information with third-party service providers for the purpose of providing the Service to you and to facilitate Canvaﾡﾯs interests, as outline above . Those service providers will only be provided with access to your information as is reasonably necessary for the purpose that Canva has engaged the service provider, and we will require that such third parties comply with this Privacy Policy and any applicable laws.
1849	11	This Policy and other information on the Services may be updated periodically and without prior notice to you, and any changes will be effective immediately upon the posting of the revised Policy on the Services. However, we will use your Personal Information in a manner consistent with the Policy in effect at the time you submitted the information, unless you consent to the new or revised notice. We will post a prominent notice on the Services to notify you of any significant changes to our Policy and indicate at the top of the notice when it was most recently updated.
1850	4	From time to time, we are approached by companies and organizations that provide products or services that we believe may be of interest to you, and we may share your personal information with such third parties in accordance with your choices and after we received your consent. We strive to limit use of the information you provide to those offers that we think you would appreciate receiving. If you do not wish to receive information from these third party partners, you can opt out at any time, including at the time of registration, by sending a request to us (see Section 13) or by modifying our preferences in your Account preferences page.
1851	1	Non-personal information is information that does not identify the user and cannot be used to contact the user personally (e.g. date of birth, age, ZIP code, non-precise geolocation information, gender, unique device ID, IP address). Non-personal information also includes anonymous usage data tied to the user's device (e.g. actions user takes within and outside the game, the date and time of use of the game, game progress, play time, scores and achievements, the URLs that user visited and/or apps the user used before and after using our game). Some information may be collected through the third-party services. They may collect non-personal information from the user.
1852	2	By accessing or connecting to the Service through a social network (such as Facebook), mobile device (such as cellular phones, iPads, tablets) or other third party platform or service, where our games may also be referred to as “applications”, you are authorizing Neptune's studio to access, collect, store, and use in accordance with this Privacy Policy any and all information that you agreed the social network, mobile device or other third party platform and applications store could provide to Neptune's studio through the social network/mobile device/third party platform Application Programming Interface (API) based on your settings on such social network, mobile device, applications store or platform.
1853	4	We do not actively share personal information with third party advertisers for their direct marketing purposes unless you give us your consent.
1854	0	"This privacy policy describes how Adobe (also referred to as ""we,"" ""us"" or ""our"") will make use of your information in the context of: ;   Adobe websites; web-based services such as Behance, and web-based aspects of the Creative Cloud, Document Cloud and Experience Cloud (together referred to as ""websites""); ; Desktop apps and mobile apps (both referred to as ""apps"") that include a reference to this policy; and ; Adobe’s marketing, sales, and advertising practices. "
1855	6	10.3. If you are accessing Our Games via Facebook, you may update, amend or delete Your information on Facebook, that we may receive from Facebook, by amending Your Facebook account information in accordance with Facebook’s terms and conditions of use.
1856	4	Please note that an advertiser may ask Canva to show an ad to a certain audience of Users (e.g., based on demographics or other interests). In that situation, Canva determines the target audience and Canva serves the advertising to that audience and only provides anonymous aggregated data to the advertiser. If you respond to such an ad, the advertiser or ad server may conclude that you fit the description of the audience they are trying to reach.
1857	4	New owner. ; If the ownership or control of all or part of our Games and products or their assets changes, we may transfer your information to the new owner.
1858	10	The Services are not directed to individuals under the age of sixteen (16), and we request that they not provide personal information through the Services. If we find out that a child under 16 has provided personal information, we will take steps to delete that information.
1859	0	Our VPN product will never store or log your IP address beyond the duration of your VPN session, and we always delete your IP address after you disconnect from the VPN.
1860	6	You can remove your data anytime you want. If you ask us to delete your account, we will use commercially reasonable efforts to remove your data from our servers.
1861	6	You have the right to receive the personal data you have provided us with which we process in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller if the processing is based on consent or contract performance, see Article 20 of the GDPR.
1862	11	Updated October 12, 2017
1863	10	We do not knowingly collect or solicit personal information from anyone under the age of 13 or knowingly allow such persons to use our Service. If you are under 13, please do not send any information about yourself to us, including your name, address, telephone number, or email address. No one under the age of 13 may provide any personal information. In the event that we learn that we have collected personal information from a child under age 13, we will delete that information as quickly as possible. If you believe that we might have any information from or about a child under the age of 13, please contact us at pnix_support@gmail.com.
1864	6	To exercise the rights defined in Section 7.2 to 7.8, please send a request via email to the Email Address or via mail to the postal address depicted in the legal notice on the Website. Please find the current contact details under http://getmimo.com/legal.
1865	2	We may also use the information you provided us to contact your from time to time to provide you with important information, required notices and marketing promotions.
1866	10	(a) If you are located outside of the United States of America this Agreement shall be governed by and construed in accordance with the laws of Sweden, without giving effect to any principles of conflicts of law, and the parties hereby consent to the sole and exclusive jurisdiction of the courts of Sweden, with the district court of Umeå (Umeå Tingsrätt) as first venue, to resolve any disputes arising out of or relating to this Agreement.
1867	10	We ensure that we comply with the applicable law and regulation regarding children's online privacy protection, and does not knowingly collect personal information about users directed to children under the age of thirteen (13). If you are in the EEA, our Services are not directed to children under 16 and we do not knowingly collect personal information from children under 16. If a parent or guardian becomes aware that his or her child has provided us with information without their consent, he or she should promptly contact us and we take reasonable steps to ensure that such information is deleted from our files.
1868	7	① A Member’s personal data is protected by password and encrypted information. Even with these safety measures, there is still a high possibility that a Member’s password or personal data may be leaked to others if a Member accesses the Internet in a public area or through other means. As such, what is most important is to thoroughly protect the personal data of the Members as much as possible. Therefore, all Members should also be careful not to leak or provide their personal data to others, and take responsibility in managing their personal data. The Company is not responsible for problems that may arise from the Member’s own negligence or the inherent dangers of using the internet.
1869	4	"Be very careful before making or posting any communications whilst using Clicktouch Products. Certain information is visible to other players of the game including: public and private chat communications, the status of your characters and which alliance you belong to. We may share Game Data with third parties, such as survey and data analysis companies, to help improve the products and services we offer to all players and improve the player experience. """"Game Data"""" includes, but is not limited to, communications posted on Clicktouch Products and player communications. Game Data may contain Personally Identifiable Information."
1870	6	You have the right to object to our processing of your personal data on grounds relating to your particular situation when the data are processed based on the balancing-of- interest rule in Section 6(1)(f) of the GDPR, see Article 21 of the GDPR. In this case, we will cease the processing unless there are compelling legitimate grounds for the processing which override your interests, rights and freedoms or if the processing is necessary for the establishment, exercise or defense of legal claims.
1871	1	We will collect information on the contents you share, such as the song lyrics you upload, the lyrics’ translations you make, the comments you write when you join one thread on our Forum.
1872	1	Information that is received as the result of your behavioral actions when using the Services (including your game actions and achievements, badges). This information can be available to other users of our Services (e.g. on Leaderboards).
1873	6	If you are unsatisfied with the way we treat your Personal Data, you may reach out to us at all times to solve the issue. However, you always have the right to lodge a complaint with a supervisory authority.
1874	4	We may disclose or publish aggregated information (information about you and other players collectively that is not intended to specifically identify you) and other non-personal information about our players for industry analysis, demographic profiling, marketing, analytics, advertising, and other business purposes. In addition, we may share your information (which may include personal information) with third parties or allow third parties to collect this information from our Site, Applications or Services under the following circumstances: • to third party vendors, service providers, contractors or agents who perform functions on our behalf, such as payment processors, game play analysists, services hosts, customer service providers and marketing companies; ; • with your consent; ; • if we are acquired by or merged with another company, if substantially all of our assets are transferred to another company, or as part of a bankruptcy proceeding, we may transfer the information we have collected from you to the other company; ; • in order to comply with the law, a judicial proceeding, court order, or other legal process, such as in response to a court order or a subpoena; ; • to other users of the Applications and Services in any post you make in any public forum offered by us or through the Applications; and ; • to protect us or our users should we believe it is necessary to investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the safety of any person, violations of our Terms of Service or this Privacy Policy, or as support or evidence in any dispute or litigation in which we are involved in.
1875	1	I want to inform you that whenever you use my Service, in a case of an error in the app I collect data and information (through third party products) on your phone called Log Data. This Log Data may include information such as your device Internet Protocol (“IP”) address, device name, operating system version, the configuration of the app when utilizing my Service, the time and date of your use of the Service, and other statistics.
1876	4	TESTFONI shall always require such third parties to take institutional and technically required and necessary measures to protect personal information and to follow relevant legislation. TESTFONI can also share personal information with third-party advertisers, agencies and networks. These third parties may use the information to develop the analytical and marketing purposes and product services, such as measurement services and targeted advertising. This information may be collected by third parties, such as cookies or similar technology channels. More information on this topic can be obtained under the heading Cookie Policy. 
1877	4	If you use a profile associated with another party we may share your trip information with the owner of that profile. This occurs, for example, if you are: ; A rider using your employer’s Uber for Business profile, or taking trips arranged through Uber Central. ; A driver using an account owned by a partner transportation company. ; A rider who takes a trip arranged by a friend or under a Family Profile. ; A delivery partner acting as a substitute (U.K. only).
1878	2	provide you with promotional information about Tubi's features, services, and other offerings that may be of interest to you; or
1879	7	Most data used for Xiaomi's products and/or services is stored in a storage system. By using column family based access control mechanism, Xiaomi employees are only allowed access to the data column families they are granted access to.
1880	2	• to research and analyze your use of the Service ; Our legitimate interest for this purpose is our interest in improving our Service so that we understand users’ preferences and are able to provide you with a better experience (for example, to make the use of the App easier and more enjoyable, or to introduce and test new features).
1881	2	b. The processing is necessary to protect the vital interests of our users or of others
1882	7	We have implemented: reasonable security measures to protect the confidentiality, security and integrity of the collected information, and to prevent unauthorized access and the use of information contrary to this Privacy Policy. Although we use commercially reasonable efforts to assure that your information remains secure when maintained by us, please be aware that no security measures are perfect or impenetrable.
1883	12	If you have a privacy question, concern, or request, please fill out a privacy inquiry form. You can also get in touch with Adobe's data protection officer at DPO@adobe.com. 
